x,y,size,text,color,topicID
1545.1805,-502.80804,6.230059,Number theory,#e0d4ff,0A1CB7F2
1473.764,-537.5013,4.1798362,Quantum information,#e0d4ff,0A1D6A11
1940.8689,-347.67847,4.0480198,Psychometrics,#e0d4ff,0A3A82E4
1621.2911,-122.226616,4.364779,Data visualization,#e0d4ff,0A461F34
1743.7692,-31.596693,4.0253894,Discrete differential geometry,#e0d4ff,0A487B5A
1284.1912,-460.417,4.14584,Heuristic,#e0d4ff,0A5C018E
1468.5988,-63.780922,4.1348298,Computational statistics,#e0d4ff,0A80EFDA
1710.6282,-206.49704,4.1122806,Geometric algebra,#e0d4ff,0AC4D3E8
1832.5654,29.981092,4.0200626,Computational topology,#e0d4ff,0AD2A16C
1945.4841,-242.84277,4.0860016,Statistics education,#e0d4ff,0ADAC5E9
1605.5968,-442.38736,4.2972282,Projective geometry,#e0d4ff,0B0C6669
1601.3165,3.283688,4.0202668,Abstract algebra,#e0d4ff,0B1192C9
2025.1259,-503.911,4.011605,Computational number theory,#e0d4ff,0B39D8B7
1684.8658,-283.29498,6.093444,Differential geometry,#e0d4ff,0B80065A
1156.3469,-340.9555,4.4599034,Robust optimization,#e0d4ff,0B84D401
1223.3485,-343.14624,4.654987,Stochastic optimization,#e0d4ff,0B961FB4
1405.6619,46.865154,4.009692,Applied probability,#e0d4ff,0BA8501B
1096.1772,-381.9005,5.103587,Fuzzy control system,#e0d4ff,0BAE5A45
2546.1396,-467.4382,4.003202,Chemistry education,#e0d4ff,0BD40C42
1237.8077,-97.9566,4.7902138,Sequential quadratic programming,#e0d4ff,0BDB6557
1745.7079,-492.739,4.0219936,Engineering mathematics,#e0d4ff,0C205110
1478.0583,-387.49655,4.6200364,Asymptotic analysis,#e0d4ff,0C3A4F17
2370.3682,-398.59335,4.2815976,World history,#e0d4ff,0C50C1BC
2281.571,-332.04257,5.0113502,Language arts,#e0d4ff,0C6142A5
2191.0864,-470.11194,4.002015,Topological combinatorics,#e0d4ff,1EC92AD9
2358.1912,-310.28192,4.0899948,Business education,#e0d4ff,1F2D3512
2088.5342,-323.39542,4.194889,Technology education,#e0d4ff,209E1678
1992.2273,-293.1344,4.0062012,Extremal combinatorics,#e0d4ff,20C286E8
2411.1687,-348.34476,4.0121014,Business studies,#e0d4ff,20D6D871
1810.115,-452.95645,4.0149624,Algebraic analysis,#e0d4ff,210E1E46
-649.43964,200.94095,4.0114048,Statistical genetics,#e0d4ff,211933EA
2172.5295,-579.7955,4.0025608,Diophantine geometry,#e0d4ff,2121B21A
1906.2062,-35.64805,4.011979,Digital topology,#e0d4ff,21337E63
299.54242,-2906.1812,4.0028466,Soil chemistry,#ffb290,01C24CBC
660.7499,-2813.9155,4.0015194,Knowledge integration,#ffb290,035AE909
414.95084,-2920.6772,4.0015008,Sanitary engineering,#ffb290,03CDA8A2
-14.583989,-2957.615,4.0015252,Bioclimatology,#ffb290,0595DCDB
575.9487,-2754.6895,4.007698,Environmental law,#ffb290,07A22FAD
409.38,-2138.26033,4.0086952,Environmental geology,#ffb290,0A24535D
711.3407,-2472.518,4.0301822,Natural resource management,#ffb290,0AEA6D17
541.6885,-2892.6152,4.001559,Environmental biotechnology,#ffb290,0B2244B5
198.20256,-2888.0088,4.00211,Biometeorology,#ffb290,0BC62360
460.51923,-2838.391,4.0018952,Environmental epidemiology,#ffb290,0BFBD1D9
643.4151,-2377.3643,4.010331,Agricultural education,#ffb290,1E472CDC
566.56134,-2603.7346,4.02518,Environmental monitoring,#ffb290,2027A5D9
352.14444,-2839.9167,4.0017724,Environmental medicine,#ffb290,20330091
-413.42355,-600.4785,6.273694,Anomaly detection,#ffbd71,000B4A2A
-192.44514,-631.14056,7.4663476,Data management,#ffbd71,00197524
174.29944,-457.66364,4.2070812,Networked control system,#ffbd71,001AD98F
559.16516,-912.084,5.6850968,Business intelligence,#ffbd71,002A39F6
-352.70685,-1186.9729,18.93176,Knowledge base,#ffbd71,00457FEE
-515.9581,-615.9587,9.1572426,Machine vision,#ffbd71,00517AB5
12.532076,-1125.9423,4.35674,Affective computing,#ffbd71,00623E99
-172.17198,-554.57227,4.2166996,Gene expression programming,#ffbd71,006A844B
720.6978,-738.3882,9.128938,Unsupervised learning,#ffbd71,007AAA53
589.4825,-814.50183,4.194717,Connectionism,#ffbd71,008206EC
-448.1916,-84.95187,19.342125,Image processing,#ffbd71,008FB4C8
390.82507,-979.163,4.094338,Developmental robotics,#ffbd71,00AB039C
479.62982,-1600.1725,4.0015014,Superintelligence,#ffbd71,00BEF90D
483.12305,-1025.0371,4.534489,Language technology,#ffbd71,00E3A64D
526.7337,-1101.5126,7.802672,Speech synthesis,#ffbd71,00E4DDF6
-111.7654,-344.47513,4.1367192,Computational neuroscience,#ffbd71,00E942A8
879.2097,-1.7620037,4.0016128,Marketing science,#ffbd71,00E99099
624.7557,-863.3632,4.46833,Granular computing,#ffbd71,0106971F
647.28937,-1269.8152,4.0025608,Intelligent word recognition,#ffbd71,010D4E83
223.02768,-1483.5668,4.0074296,Computational criminology,#ffbd71,0114CE7A
15.469099,-1265.0342,4.834233,Electronic publishing,#ffbd71,011BCFE4
-753.2084,-247.47328,11.359126,Metabolomics,#ffbd71,014910AE
533.6914,-563.49414,4.6850528,Internet security,#ffbd71,01516333
823.4349,-1035.1848,13.57167,Hidden Markov model,#ffbd71,0162605E
77.272896,-1283.5597,4.0922146,Digital humanities,#ffbd71,017393A9
-403.0817,-966.2131,4.123912,Theory of computation,#ffbd71,017B50D4
395.5981,-488.8022,4.3952866,Distributed data store,#ffbd71,017BB92D
501.87045,-513.30316,4.2726074,Enterprise information system,#ffbd71,01A07E59
936.1829,-711.7704,4.0056434,Business informatics,#ffbd71,01A3E7A8
-443.3751,-304.52356,13.9419708,Image analysis,#ffbd71,01B1E4E6
325.12363,-466.06497,5.077729,Real-time operating system,#ffbd71,01B273AA
-500.73898,-694.33,4.0072032,Analog image processing,#ffbd71,01B343C4
449.6156,-473.3354,4.6215484,Mechatronics,#ffbd71,01B5FE19
-613.2955,-874.817,4.0179828,Statistical graphics,#ffbd71,01B8BA02
-351.0155,-435.4455,5.471671,Computational geometry,#ffbd71,01BC623A
109.963356,-215.34198,7.2613174,Management information systems,#ffbd71,01C774C6
59.475918,-763.66675,10.3637452,Facial recognition system,#ffbd71,01E0CEB1
626.1802,-1461.4061,4.0025608,Algorithmic learning theory,#ffbd71,01EC29CE
546.49316,-234.62561,4.1810394,Software verification,#ffbd71,01F85EC7
-589.8916,-519.3996,6.2335694,Robotics,#ffbd71,020D1A43
162.49207,-246.33691,4.1350502,Algorithmics,#ffbd71,021061B3
-97.40223,-996.02106,4.1259254,Cognitive ergonomics,#ffbd71,02170A4B
-54.559418,-343.03073,5.2406578,Cellular automaton,#ffbd71,021E1B9F
78.54092,-1051.1056,4.0930484,Business analytics,#ffbd71,02431BF0
-307.21722,-279.11786,4.141521,Geometric design,#ffbd71,02673B0E
620.1781,-778.1342,4.049562,Sequence learning,#ffbd71,026A1627
27.15505,-343.49347,4.088015,Interactive computing,#ffbd71,026F93E6
507.40692,-420.02365,5.737465,Linear programming,#ffbd71,02724C38
346.20966,-1493.5677,13.609116,Multi-agent system,#ffbd71,027A0232
442.40103,-548.47577,5.6320012,Functional programming,#ffbd71,0286B9E2
396.34283,-1657.527,4.0015938,Biological computation,#ffbd71,029F3069
128.21753,-1048.3629,5.3686154,Question answering,#ffbd71,02A3D790
544.92145,-1538.1935,4.0015014,Documentation science,#ffbd71,02B5B243
-588.96936,-234.5512,11.6431916,Proteomics,#ffbd71,02BF9BEB
780.23956,-512.5681,4.0062012,Inductive programming,#ffbd71,02FB720D
647.5855,-481.89905,4.0712982,Computational learning theory,#ffbd71,02FF6754
596.7926,39.933582,40.0,Artificial neural network,#ffbd71,0304C748
-110.90958,-584.9792,5.5074948,Information theory,#ffbd71,0322F3B2
123.18098,-287.85385,4.6400592,Combinatorial optimization,#ffbd71,0324061C
-222.67148,-940.82324,7.8718544,Adaptive system,#ffbd71,032845DD
96.46819,-456.3879,6.024018,Job shop scheduling,#ffbd71,034D987E
462.46005,-357.7212,4.9046948,Integer programming,#ffbd71,0357D0DE
-300.5027,-678.2196,4.2156436,Knowledge integration,#ffbd71,035AE909
244.22556,-1000.4359,7.3563766,Intelligent decision support system,#ffbd71,035C9038
-603.9392,-131.27666,4.002936,Imaging science,#ffbd71,036876BF
756.0924,-568.4317,4.0062012,Axiomatic semantics,#ffbd71,0375A5D6
-613.4363,-1147.9296,18.723323,Expert system,#ffbd71,037A078C
-188.75134,-1124.4817,4.9396966,Semi-supervised learning,#ffbd71,0383DEC0
-411.4258,-1036.4398,5.6531464,Visual analytics,#ffbd71,038F7208
-450.14877,-540.2017,5.164452,Scientific visualization,#ffbd71,038F90C2
137.96846,-1416.9802,10.8845024,Speech processing,#ffbd71,03A7CAA6
346.63962,-1337.2667,4.0390812,Grey literature,#ffbd71,03B096B0
-168.06978,-1002.32947,4.3520702,Clinical decision support system,#ffbd71,03C95A22
-437.56116,-683.91925,5.4835492,Interactive visualization,#ffbd71,03D1AD88
561.1422,-1184.067,4.034654,Deep linguistic processing,#ffbd71,03D45DD0
-315.2227,-996.90656,8.139984,Electronic design automation,#ffbd71,03D48A2D
614.8587,-234.52849,4.0104194,Futures Studies,#ffbd71,03DD8204
-304.38898,-516.0923,4.1860138,Drug development,#ffbd71,03DE578B
-246.42632,-536.3305,4.3248294,Hardware architecture,#ffbd71,03E35F3C
-125.704926,-959.765,4.1781814,Augmented virtuality,#ffbd71,03ED6648
596.22784,-1234.4341,4.012325,Artificial psychology,#ffbd71,03EFC548
273.19574,-1093.4215,4.9721138,Sentiment analysis,#ffbd71,03F53920
-335.5639,-572.86926,4.9251396,3D computer graphics,#ffbd71,03F8AEDA
307.7915,-1617.6935,4.002015,Statistical semantics,#ffbd71,03FDF137
395.14102,-1382.3429,4.0074836,Natural language programming,#ffbd71,04056A2D
-450.6776,-464.9649,7.2392136,Linear discriminant analysis,#ffbd71,04281F73
237.42776,-534.87396,8.241288,Distributed database,#ffbd71,042D0DE6
488.62482,-607.37866,4.030215,Biorobotics,#ffbd71,043F69C5
168.52832,-880.58276,11.849128,Text mining,#ffbd71,044294F0
44.36867,-1078.2563,4.0356834,Contextual design,#ffbd71,0444B3F2
-128.21936,-1091.5774,4.087996,Human-centered computing,#ffbd71,04534FA9
383.1942,-1250.825,9.2886414,Intelligent agent,#ffbd71,046A4108
172.05888,-1016.4684,4.3224358,Social computing,#ffbd71,046C7280
382.64874,-323.22925,5.424163,Formal methods,#ffbd71,0481A9EA
28.145992,-1198.053,5.4199208,Big data,#ffbd71,0482DB7F
564.05597,-299.10294,4.033698,Application security,#ffbd71,0498995C
245.7514,-311.2155,11.61459,E-commerce,#ffbd71,04AF4EC1
449.5211,-677.5117,4.6725338,Distributed object,#ffbd71,04D6E5C4
-72.28342,-1110.9504,4.2347866,Convolutional neural network,#ffbd71,04D982FC
-186.31409,-1227.345,4.008131,Automated information system,#ffbd71,04DD221B
203.03967,-1605.5126,4.0065568,Agent-based social simulation,#ffbd71,04E74C72
287.62958,-780.9954,8.4305634,Intelligent control,#ffbd71,04E83938
-190.70071,-297.51086,7.0349968,Supercomputer,#ffbd71,04F6CF02
147.67982,-342.93475,4.111806,Entrepreneurship,#ffbd71,05067455
-26.93356,-1064.7231,4.639044,Digital forensics,#ffbd71,05081F6C
268.06613,-934.5534,4.1950612,Learning to rank,#ffbd71,0520D581
235.3235,-1545.2401,4.003328,Fiber-optic communication,#ffbd71,052301B0
-33.1936,-535.0977,7.0157456,Information processing,#ffbd71,053CC44F
711.4874,-501.5462,4.2876706,Abstract machine,#ffbd71,054DAF53
506.9855,-958.933,4.4324554,Data stream mining,#ffbd71,05511093
729.75037,-841.03076,4.0336242,Cognitive computing,#ffbd71,05805DFE
493.77988,-287.021,4.123901,Continuous optimization,#ffbd71,058AFF1A
692.03925,-948.9181,9.714842,Information science,#ffbd71,05B646E0
-9.656992,-286.1947,4.092762,Membrane computing,#ffbd71,05B90464
453.10214,-1542.3127,4.002253,Learning Sciences,#ffbd71,05BF5BFD
338.47577,-571.7422,8.021918,Reinforcement learning,#ffbd71,05D05EDF
279.65244,-867.36993,5.3195316,Systems architecture,#ffbd71,05D7BF9C
422.43393,-617.42395,4.653308,Customer Relationship Management,#ffbd71,05E3F373
-126.37761,-192.24452,4.0661964,Semidefinite programming,#ffbd71,0612E2EC
157.47438,-1797.2979,4.0023316,Immersive technology,#ffbd71,06166BF9
-347.0178,-814.0568,18.0383332,Signal processing,#ffbd71,0636FF17
-510.603,-820.3701,5.9382926,Digital image processing,#ffbd71,0637C2EB
96.96796,-1220.6722,4.436472,Citation analysis,#ffbd71,06477130
-239.79669,-177.25826,13.279496,Evolutionary computation,#ffbd71,064FF158
698.59937,-1043.577,4.0124416,Public health informatics,#ffbd71,0658B571
-13.937635,-76.91664,17.509078,Parallel processing,#ffbd71,06594B5F
880.02734,-597.4927,15.13259,Decision support system,#ffbd71,0665AEB3
-261.03625,-703.8172,4.0831874,Biocybernetics,#ffbd71,06767359
-75.93235,-1050.5425,4.347998,Deep learning,#ffbd71,0678D933
322.05243,-396.70013,4.6869378,Metaheuristic,#ffbd71,068A2B45
607.927,-711.38477,4.108395,Computer-assisted translation,#ffbd71,068F2E84
-78.42923,-688.94617,11.610324,Statistical classification,#ffbd71,068FBD53
220.77524,-1322.925,6.5959076,Handwriting recognition,#ffbd71,06B6C231
559.1853,-753.76605,4.1590362,Automated planning and scheduling,#ffbd71,06CC9E62
305.45,-1155.8129,6.2066506,Cybernetics,#ffbd71,06DF2071
-32.288902,-1600.7714,19.1593368,Knowledge-based systems,#ffbd71,06E8E0BF
315.7591,-1707.1729,4.0028762,Simulated reality,#ffbd71,06EE4F2F
-334.10062,-638.5254,4.3437492,Real-time rendering,#ffbd71,06F8141D
629.369,-296.85065,4.0106124,Hyper-heuristic,#ffbd71,06FD66D5
443.5178,-759.6527,5.253674,Swarm intelligence,#ffbd71,071F3DD9
-381.62848,-517.5533,5.935011,Computer Aided Design,#ffbd71,07245C42
108.601875,-1134.9869,8.1365448,Knowledge extraction,#ffbd71,072FB855
394.66714,-209.42024,10.0218812,Information technology,#ffbd71,07369583
-43.187416,-804.9641,4.2647118,Activity recognition,#ffbd71,0740CE13
507.08255,-816.13605,8.242804,Information privacy,#ffbd71,0757E79B
523.5671,-352.0387,4.3551696,Vehicle routing problem,#ffbd71,0760CC72
116.91225,-403.65155,4.0261864,Low-level programming language,#ffbd71,076CE6A1
-655.4513,-558.94434,4.0039334,Molecular graphics,#ffbd71,078E4E5B
516.68396,-1424.8348,4.0049496,Folk psychology,#ffbd71,07A87B81
852.48627,-807.2255,12.7720314,Information management,#ffbd71,07A891FA
83.64255,-344.06067,4.7467858,Network on a chip,#ffbd71,07A90BBE
171.80763,-1511.9344,4.0052548,Physical computing,#ffbd71,07AA0264
-37.05011,-405.0757,4.1938068,Disaster recovery,#ffbd71,07B3E60C
255.22348,-437.66196,6.2473038,Distributed algorithm,#ffbd71,07C17D18
779.9578,-194.08759,4.00516,Biomechatronics,#ffbd71,07CC35DC
-313.95367,-370.87152,4.056931,Protocol analysis,#ffbd71,07EF23AB
-68.93282,-462.31946,4.908347,Empirical modelling,#ffbd71,07F07700
219.84702,-1150.2562,6.3534786,Speaker recognition,#ffbd71,07FB0AB2
399.55423,-925.78033,4.1811668,Multi-document summarization,#ffbd71,08079656
617.3053,-1043.577,6.987602,Data warehouse,#ffbd71,0814ADB4
753.0509,-645.50684,4.31526,Lambda calculus,#ffbd71,0818015A
375.62555,-698.0407,8.501774,Supervised learning,#ffbd71,082123F9
71.73709,-1341.7522,4.008228,Computational humor,#ffbd71,0823FCCF
355.69238,-867.043,5.7869686,Language model,#ffbd71,082EEFC0
254.22256,-116.143425,15.698026,Data processing,#ffbd71,084656E4
168.52074,-745.4313,7.832118,Computational intelligence,#ffbd71,0850A3C4
554.50464,-663.6607,6.3939118,Soft computing,#ffbd71,08595992
-10.646309,-941.691,14.448544,Mobile computing,#ffbd71,089D907D
712.1855,-1254.3885,4.038985,Information ecology,#ffbd71,089E52DF
451.10938,-964.1267,4.0695968,Biclustering,#ffbd71,08A1BC8A
-139.82103,-1288.1274,6.076329,Human-robot interaction,#ffbd71,08AB8DE5
9.397005,-231.1672,4.2158802,Discrete optimization,#ffbd71,08AEC45B
-223.65549,-1016.9321,4.0743072,Computational photography,#ffbd71,08B47522
476.08188,-1475.904,4.0022842,Amorphous computing,#ffbd71,08BE5BBE
429.70935,-307.97095,4.0240254,Computational finance,#ffbd71,08C136C2
247.0394,-653.004,10.0874474,Feature selection,#ffbd71,08D9ADFD
575.5114,-482.66135,5.859525,Approximation algorithm,#ffbd71,08DDF80C
97.9995,-613.1973,13.901776,Rule-based system,#ffbd71,08E5B3D7
-97.08772,-397.22354,4.5119568,Dynamic simulation,#ffbd71,08EDE4D3
644.5347,-590.45386,12.187291,Concurrent computing,#ffbd71,08F85F23
-243.02582,-1071.2,4.0067494,Human dynamics,#ffbd71,090E0DC9
-594.11804,-396.83228,10.909814,Systems biology,#ffbd71,0919714E
183.79428,-1072.2804,4.3618256,Relationship extraction,#ffbd71,0927D268
-117.70734,-1181.6055,7.0067536,Augmented reality,#ffbd71,09298301
793.71985,-691.3236,4.0261368,Database-centric architecture,#ffbd71,093187C0
421.542,-1141.035,6.6838874,Computational linguistics,#ffbd71,093E8748
-515.0142,-735.33856,4.1024464,Non-photorealistic rendering,#ffbd71,094708CF
112.27496,-1526.1119,4.0144924,Infographic,#ffbd71,0951F1A4
489.2239,-230.32166,4.0319484,State space search,#ffbd71,095ABF83
-233.53795,-18.838604,10.818362,Evolutionary algorithm,#ffbd71,097C6C78
172.18904,-1225.3923,6.661448,Gesture recognition,#ffbd71,0980D3A7
418.52554,-845.58,4.850466,Document retrieval,#ffbd71,099B0DD0
671.66144,-1148.7931,11.5146096,Knowledge representation and reasoning,#ffbd71,099D42EF
39.163845,-505.77542,4.277432,Technology forecasting,#ffbd71,09A2B2F2
-210.4081,-425.1975,13.215149,Data structure,#ffbd71,09ACCB7D
307.172,-1299.3965,4.0758022,Biomedical text mining,#ffbd71,09D7DC0E
-80.14664,-264.03433,7.0849144,Human factors and ergonomics,#ffbd71,09F03076
-99.049324,-512.5152,4.851536,Modeling and simulation,#ffbd71,09F9772C
392.0819,-410.3346,6.992379,Finite-state machine,#ffbd71,0A00C4B8
-290.51993,-579.1293,4.1672352,Organizational learning,#ffbd71,0A1DF5C7
342.5876,-1027.8365,4.76695,Automatic summarization,#ffbd71,0A2F183E
599.3622,-1360.8496,10.5240494,Ubiquitous computing,#ffbd71,0A438068
-685.82196,-952.74774,10.2175812,Data visualization,#ffbd71,0A461F34
138.67218,-500.01678,4.5647194,Heuristic,#ffbd71,0A5C018E
-44.729748,-1163.8475,4.2533294,Metasearch engine,#ffbd71,0A5EB94C
-240.02478,-586.49603,4.0712212,Computational statistics,#ffbd71,0A80EFDA
26.933756,-1460.665,4.01009,Concept mining,#ffbd71,0A895FFB
-481.64706,-766.4446,4.2266368,Statistical relational learning,#ffbd71,0A9A31BF
352.62585,-1095.6816,4.9614876,Document clustering,#ffbd71,0A9B1C9E
107.92591,-1723.0778,4.0015304,Instructional simulation,#ffbd71,0AA5997A
-367.7876,-666.3557,4.0166648,Design technology,#ffbd71,0AB69230
380.92328,-1795.6888,4.0015876,Tektology,#ffbd71,0AC26401
-3.5182629,-453.69788,4.97054,Computer-aided manufacturing,#ffbd71,0AC2D102
-264.55035,-334.45,4.0300274,Computational topology,#ffbd71,0AD2A16C
607.7069,-383.87027,8.547969,Network security,#ffbd71,0AE21B54
-67.42038,-1241.815,6.161747,Information visualization,#ffbd71,0B0FB55B
789.9192,-909.4847,4.0062526,Consensus clustering,#ffbd71,0B21D9A8
-149.66743,-830.3266,11.88896,Computer performance,#ffbd71,0B274714
229.9397,-1400.7501,4.0169708,Personal knowledge management,#ffbd71,0B2E1F9B
-269.55185,-634.71893,4.10001,Constructive solid geometry,#ffbd71,0B352502
294.36334,-1829.5847,4.002015,Neurocybernetics,#ffbd71,0B375650
666.4335,-258.33905,4.0028926,Computational number theory,#ffbd71,0B39D8B7
680.11224,-449.63962,4.0233982,Business analysis,#ffbd71,0B45141A
290.8129,-1368.6914,4.0141476,Probabilistic classification,#ffbd71,0B45BC39
62.51362,-283.4909,4.3050938,Process simulation,#ffbd71,0B4CB1B5
127.092606,-990.6865,4.1733128,Dialog system,#ffbd71,0B61BACB
-519.33185,-499.21393,4.0422592,Synthetic biology,#ffbd71,0B704C2E
43.69114,-388.07034,4.2838444,Stochastic optimization,#ffbd71,0B961FB4
-28.497643,-1366.971,11.676676,Virtual reality,#ffbd71,0B9EFF3D
468.28854,-1319.7462,8.1617272,Information extraction,#ffbd71,0BABCAD2
-520.791,-974.107,13.573767,Fuzzy control system,#ffbd71,0BAE5A45
178.8923,-397.1651,4.6711528,Temporal difference learning,#ffbd71,0BB3EC21
342.90546,-946.2286,5.5666668,Web mining,#ffbd71,0BBEAF3D
-227.43634,-761.854,4.4176446,Learning classifier system,#ffbd71,0BDF6970
460.34885,-914.5531,4.4291558,Automatic image annotation,#ffbd71,0BE55596
537.3675,-1008.09686,4.135262,Computational semantics,#ffbd71,0BECC3C9
138.07529,-1316.6771,5.599152,User experience design,#ffbd71,0BFB67B9
416.25095,-1044.7114,5.6785282,Machine translation,#ffbd71,0C199D1F
132.1887,-1634.723,4.0025608,Synthetic intelligence,#ffbd71,0C1E7875
-362.2964,-221.05003,4.0108634,Neuroinformatics,#ffbd71,0C3E923F
-182.51288,-714.5636,4.0518982,Sound design,#ffbd71,1DC6DE02
-665.8078,-731.98663,20.623932,Computer simulation,#ffbd71,1DD1FB15
589.1201,-959.4298,4.0681428,Speech technology,#ffbd71,1E15DF5B
667.85986,-825.66785,4.1153354,Online advertising,#ffbd71,1E89AAC1
268.8106,-1239.1881,6.327784,Digital library,#ffbd71,1EA11BEA
789.48444,-1181.5759,4.0066048,Archival science,#ffbd71,1F03DBF9
450.06366,-1413.4791,4.014035,Webometrics,#ffbd71,1F1555CA
383.21317,-783.80945,4.5432544,Web search engine,#ffbd71,1F1A457A
834.2534,-349.3541,20.5291168,Information security,#ffbd71,1F734584
537.5161,-1271.2357,4.056081,Corpus linguistics,#ffbd71,1FBF4715
152.59843,-1573.3145,4.0048916,Cultural analytics,#ffbd71,20892B43
254.668,-1758.6067,4.0015014,Human-based computation,#ffbd71,20F72616
-182.67393,-1060.7542,4.5723224,Computer forensics,#ffbd71,212D10C9
-662.1835,-496.54657,4.0143512,Digital topology,#ffbd71,21337E63
485.6757,-1206.8615,6.7982514,Recommender system,#ffbd71,213A570A
504.0746,-734.3749,4.6377132,Autonomic computing,#ffbd71,214C0E0E
-326.47812,1306.9122,11.0027916,Clinical chemistry,#ded75f,0005D514
-129.1778,1340.0684,4.08761,Immunogenetics,#ded75f,00179E98
-424.55734,1386.4176,4.0340644,Clinical neuroscience,#ded75f,001FC4C8
156.58554,911.23193,4.4969536,Aviation medicine,#ded75f,0062414E
-418.84372,1212.6365,6.91111,Pathophysiology,#ded75f,009B10B4
-690.7742,360.9247,4.0752778,Clinical pharmacy,#ded75f,009F64FF
200.39658,855.07904,4.134078,Cell therapy,#ded75f,00A60DD5
-112.98885,584.50397,4.9848916,Obstetrics and gynaecology,#ded75f,00A61AA7
159.00679,1240.5964,4.0116898,Cytotechnology,#ded75f,00BF140E
211.59377,763.18536,6.4718232,Neurosurgery,#ded75f,00C2DCB8
-716.79626,483.11542,4.02084,Perioperative nursing,#ded75f,00DE4B83
252.01984,585.90576,4.1151706,Nanomedicine,#ded75f,00E628DE
-163.12521,1164.0297,4.0376736,Dental surgery,#ded75f,00F9271F
-372.0174,758.17896,6.6873352,Neurology,#ded75f,00FCD05B
-560.19794,732.4232,4.9779876,Social work,#ded75f,01022F52
135.17778,849.27,4.4463276,Cytology,#ded75f,011F3792
-435.4305,845.51733,6.729524,Evidence-based medicine,#ded75f,012BD015
47.903774,1282.3647,4.0119766,Gross anatomy,#ded75f,0131C39D
-503.5363,676.1037,4.9251618,Health technology,#ded75f,01458561
-542.46375,173.4692,4.3812718,Pharmacoepidemiology,#ded75f,01632C3B
-922.7772,828.3606,4.0112064,Cosmetology,#ded75f,0170C71C
261.98776,826.2659,4.1057926,Embryology,#ded75f,01AAD115
-31.380228,396.27405,4.0666726,Social epidemiology,#ded75f,01C57BE3
-98.42946,713.1128,14.32228,Medical imaging,#ded75f,01E23527
-571.85004,1323.4854,4.002015,Gastrointestinal pathology,#ded75f,01FB1001
-466.99207,1282.331,4.0319568,Sports science,#ded75f,01FC53A5
-642.41974,402.34567,4.2021442,Polypharmacy,#ded75f,022BF131
-495.49252,578.5759,4.1561928,Speech-Language Pathology,#ded75f,023F23A0
283.5907,769.65967,4.1766002,Hepatology,#ded75f,02759455
-489.7615,998.45685,8.3540574,Sports medicine,#ded75f,029DC44E
-52.15544,1009.9086,5.1015866,Serology,#ded75f,02B187FB
-479.59427,428.16672,18.861084,Preventive healthcare,#ded75f,031C9E66
-538.76025,863.38586,4.4510364,Bacteriology,#ded75f,032B3170
-581.85364,812.0854,5.6800342,Geriatrics,#ded75f,033AC757
50.21513,1204.2157,4.1505688,Oral and maxillofacial pathology,#ded75f,033FC513
49.24688,675.5692,4.6267334,Nephrology,#ded75f,0344E782
-346.8689,844.7752,4.556165,Acupuncture,#ded75f,036345F9
-614.18335,1368.4226,4.003725,Imaging science,#ded75f,036876BF
-58.783337,1249.0815,11.28753,Histology,#ded75f,0371131F
-553.634,634.7526,5.1084832,Neuroimaging,#ded75f,037F9774
-230.67955,1262.9154,4.0221832,Cardiac electrophysiology,#ded75f,03A89C3F
-665.7369,544.8174,4.28321,Clinical pharmacology,#ded75f,03C7ECE6
-329.2842,380.47693,4.13343,Clinical decision support system,#ded75f,03C95A22
-166.82213,1232.8368,4.0187928,Radiodensity,#ded75f,03C9ED3A
-647.25214,761.62634,4.7142064,Medical genetics,#ded75f,03D7CC0F
-846.74725,619.4253,4.155267,Family therapy,#ded75f,03F6DBF6
-211.92816,906.724,4.481142,Biomedicine,#ded75f,03FB0531
-226.03412,1191.0497,4.462192,Molecular medicine,#ded75f,03FF99A7
-556.34424,1199.0632,10.9522308,Orthopedic surgery,#ded75f,04125C69
324.4372,398.07764,4.20926,Medical law,#ded75f,04132D1C
-258.34195,1145.0935,4.0537674,Clinical Physiology,#ded75f,044BD255
-482.3159,907.42236,4.2332004,Nosology,#ded75f,0457A4AB
-678.8763,954.2395,4.1093586,Kinesiology,#ded75f,045DB016
-282.44144,1210.7767,4.0793308,Molecular pathology,#ded75f,046A8F43
132.31897,647.13806,4.0591572,Medical nutrition therapy,#ded75f,047A90A2
-737.5913,1069.9932,4.0047286,Recreational therapy,#ded75f,048B82A6
294.79407,628.23724,4.0213192,Transfusion medicine,#ded75f,04BE7B3C
-719.12054,1007.1244,4.115892,Naturopathy,#ded75f,04C3E3B1
114.53004,773.27295,5.7647422,Medical jurisprudence,#ded75f,04F24D6B
-438.2287,1106.4716,8.533412,Neuro-ophthalmology,#ded75f,054AC2A0
-377.4855,1421.8683,4.002015,Exploratory surgery,#ded75f,055C4AD7
216.7244,1204.8488,4.0575272,Telepathology,#ded75f,0578CDEB
-572.9314,573.18134,4.5731426,Occupational therapy,#ded75f,06174C7B
-857.8832,755.4795,4.3296456,Psychopharmacology,#ded75f,062E7BF1
-764.79694,557.2109,8.9646508,Pharmacy,#ded75f,064016C8
-696.6099,301.21817,4.0936836,Public health informatics,#ded75f,0658B571
-347.5467,176.88089,23.577166,Epidemiology,#ded75f,0662ADA4
